Account,Contract: NCES ID,Contract: Opportunity,LMS Opp ID,Contract: Contract Owner,Contract #,Subscription: Subscription #,Net Price,Quantity,Net Total,Product,Product Type,Sub Product,Course Name,Curriculum Provider,School (Account),Grade,Office Hours,CC/Teacher Collaboration Meetings,Start Date,Delivery End Date,Subscription: Created Date,Contract: Created Date
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004508,"$15,500.00",5,"$77,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 7,Curriculum Associates: iReady,Clarke Street Elementary,7,,1,10/12/2025,6/22/2026,8/7/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004507,"$15,500.00",5,"$77,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 6,Curriculum Associates: iReady,Clarke Street Elementary,6,,1,10/12/2025,6/22/2026,8/7/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004505,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 5,Curriculum Associates: iReady,Clarke Street Elementary,5,,1,10/12/2025,6/22/2026,8/7/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005826,"$4,473.00",1,"$4,473.00",45-60 min 5DaysStandard Interim,Tier 1,Core Subjects - Math,Math 4,Curriculum Associates: i-Ready Classroom Mathematics,Bryant Elementary,4,,,6/6/2026,6/15/2026,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005905,"$8,950.00",5,"$44,750.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Algebra I,Elevate Curriculum,Vincent High School,9,3,,3/30/2026,6/12/2026,3/18/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005609,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 8,Illustrative: Illustrative Math,Hartford Avenue Elementary,8,,,1/21/2026,6/15/2026,1/8/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005608,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 7,Illustrative: Illustrative Math,Hartford Avenue Elementary,7,,,1/21/2026,6/15/2026,1/8/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005607,"$8,950.00",2,"$17,900.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 6,Illustrative: Illustrative Math,Hartford Avenue Elementary,6,,,1/21/2026,6/15/2026,1/8/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005557,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 7,Elevate Curriculum,Sherman Elementary,7,,,1/12/2026,6/21/2026,12/18/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005556,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Life Science (6-8),Elevate Curriculum,Sherman Elementary,7,,,1/12/2026,6/21/2026,12/18/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005555,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 7,Elevate Curriculum,Sherman Elementary,7,,,1/12/2026,6/21/2026,12/18/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005554,"$8,950.00",1,"$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 7,Elevate Curriculum,Sherman Elementary,7,,,1/12/2026,6/21/2026,12/18/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005333,"$11,190.00",3,"$33,570.00",61-75 min 5DaysStandard Semester,Enrichment,"College, Career & Technology - CCT",Health,Tailor Made Elevate Curriculum,Audubon Technology And Communication High School,10,,,1/27/2026,6/15/2026,11/20/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004911,"$32,100.00",1,"$32,100.00",76-90 min 5DaysDiverse Full Year,Diverse Learning,SDI Resource,Adapted ELA 4,Elevate Curriculum,Milwaukee Sign Language Elementary,4,,,9/2/2025,6/15/2026,8/28/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005875,"$18,540.00",1,"$18,540.00",76-90 min 5DaysDiverse Semester,Diverse Learning,SDI Resource,6-8 Math & ELA Support,Elevate Curriculum,Franklin Elementary,8,,,3/4/2026,6/15/2026,3/4/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005639,"$18,540.00",2,"$37,080.00",76-90 min 5DaysDiverse Semester,Diverse Learning,SDI,K-5 Math & ELA Support,Elevate Curriculum,Franklin Elementary,4,,,1/27/2026,6/15/2026,1/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005610,"$18,540.00",4,"$74,160.00",76-90 min 5DaysDiverse Semester,Diverse Learning,SDI Resource,6-8 Math & ELA Support,Elevate Curriculum,Franklin Elementary,8,,18,1/21/2026,6/15/2026,1/8/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004931,"$23,250.00",1,"$23,250.00",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 3,HMH: Into Reading,Grantosa Drive Elementary,3,,,9/11/2025,6/21/2026,8/29/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005327,"$13,430.00",3,"$40,290.00",76-90 min 5DaysStandard Semester,Enrichment,"College, Career & Technology - CCT",Personal Finance I and II,NXT Generation Personal Finance,Bradley Tech High School,12,,1,1/27/2026,6/15/2026,11/20/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005823,"$1,589.14",1,"$1,589.14",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005821,"$1,589.14",1,"$1,589.14",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005819,"$1,589.14",1,"$1,589.14",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005817,"$3,178.28",1,"$3,178.28",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005815,"$1,589.14",1,"$1,589.14",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005813,"$3,178.28",1,"$3,178.28",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005811,"$3,178.28",1,"$3,178.28",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005809,"$3,178.28",1,"$3,178.28",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005807,"$1,294.86",1,"$1,294.86",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005805,"$1,294.86",1,"$1,294.86",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005803,$866.59,1,$866.59,Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005800,$866.59,1,$866.59,Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005797,"$6,298.42",1,"$6,298.42",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005795,"$3,149.21",1,"$3,149.21",Cancellation Fee,Fee,Cancellation,,,,,,,4/5/2026,,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005664,"$3,518.25",1,"$3,518.25",Cancellation Fee,Fee,Cancellation,,,,,,,2/10/2026,,1/20/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005662,"$2,428.73",1,"$2,428.73",Cancellation Fee,Fee,Cancellation,,,,,,,2/10/2026,,1/20/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005660,"$4,857.46",1,"$4,857.46",Cancellation Fee,Fee,Cancellation,,,,,,,2/10/2026,,1/20/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005658,"$6,200.00",1,"$6,200.00",Cancellation Fee,Fee,Cancellation,,,,,,,2/10/2026,,1/20/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005258,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,12/30/2025,,11/10/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005175,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,10/24/2025,,10/24/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005174,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,10/24/2025,,10/24/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005173,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,10/24/2025,,10/24/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005172,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,10/24/2025,,10/24/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005171,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,10/24/2025,,10/24/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005170,"$1,800.00",1,"$1,800.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,10/24/2025,,10/24/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005883,$600.00,15,"$9,000.00",CC/Teacher Collaboration Meetings - Interim,Teacher Collaberation Meetings,Interim,,,,,,,3/6/2026,,3/6/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005328,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,11/20/2025,,11/20/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005932,$142.06,1,$142.06,Credit,Credit,,,,,,,,4/1/2026,,4/1/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005906,$900.00,3,"$2,700.00",Office Hours - Semester,Office Hours,Semester,,,,,,,3/18/2026,,3/18/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004751,"$27,900.00",1,"$27,900.00",Over 90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 5,HMH: Into Reading,Clarke Street Elementary,5,,1,9/2/2025,6/15/2026,8/14/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005833,"$8,064.00",1,"$8,064.00",Over 90 min 5DaysStandard Interim,Tier 1,Core Subjects - ELA,ELA 4,HMH: Into Reading,Bryant Elementary,4,,15,3/27/2026,6/15/2026,2/18/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005876,$50.00,18,$900.00,Teacher Collaboration Hours,Teacher Collaboration Hours,,,,,,,,4/15/2026,,3/4/2026,6/26/2025
Nelson County Schools (KY),2104410,Nelson County Schools (KY)_Tier 1_Renewal_FY26,17592317687712,Liz Winnen,514,SUB-0005709,"$8,946.00",6,"$53,676.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Middle School Integrated Science,Activate Learning: OpenSciEd,Old Kentucky Home Middle School,8,,,1/30/2026,5/22/2026,1/30/2026,7/30/2025
Nelson County Schools (KY),2104410,Nelson County Schools (KY)_Tier 1_Renewal_FY26,17592317687712,Liz Winnen,514,SUB-0004633,"$8,950.00",-1,"-$8,950.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Middle School Integrated Science,Activate Learning: OpenSciEd,Old Kentucky Home Middle School,8,,,8/13/2025,5/22/2026,8/11/2025,7/30/2025
Nelson County Schools (KY),2104410,Nelson County Schools (KY)_Tier 1_Renewal_FY26,17592317687712,Liz Winnen,514,SUB-0004314,"$8,950.00",7,"$62,650.00",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Middle School Integrated Science,Activate Learning: OpenSciEd,Old Kentucky Home Middle School,8,,,11/13/2025,5/22/2026,7/30/2025,7/30/2025
North Knox School Corporation,1807830,North Knox School Corporation_ Renewal_ Tier 1_ FY26,17592317687651,Lauren Kleist,459,SUB-0004221,"$11,048.50",1,"$11,048.50",30 - 44 mins 5 Days Standard Full Year,Tier 1,World Languages,Spanish III,Elevate Curriculum,North Knox Jr/Sr High School,11,,,8/4/2025,5/21/2026,7/22/2025,6/2/2025
North Knox School Corporation,1807830,North Knox School Corporation_ Renewal_ Tier 1_ FY26,17592317687651,Lauren Kleist,459,SUB-0004220,"$11,048.50",1,"$11,048.50",30 - 44 mins 5 Days Standard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,North Knox Jr/Sr High School,10,,,8/4/2025,5/21/2026,7/22/2025,6/2/2025
North Knox School Corporation,1807830,North Knox School Corporation_ Renewal_ Tier 1_ FY26,17592317687651,Lauren Kleist,459,SUB-0004217,"$11,048.50",1,"$11,048.50",30 - 44 mins 5 Days Standard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,North Knox Jr/Sr High School,9,,,8/4/2025,5/21/2026,7/22/2025,6/2/2025
North Knox School Corporation,1807830,North Knox School Corporation_ Renewal_ Tier 1_ FY26,17592317687651,Lauren Kleist,459,SUB-0003782,"$11,048.50",1,"$11,048.50",30 - 44 mins 5 Days Standard Full Year,Tier 1,World Languages,Spanish III,Elevate Curriculum,North Knox Jr/Sr High School,11,,,8/4/2025,5/21/2026,6/2/2025,6/2/2025
North Knox School Corporation,1807830,North Knox School Corporation_ Renewal_ Tier 1_ FY26,17592317687651,Lauren Kleist,459,SUB-0003781,"$11,048.50",1,"$11,048.50",30 - 44 mins 5 Days Standard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,North Knox Jr/Sr High School,10,,,8/4/2025,5/21/2026,6/2/2025,6/2/2025
North Knox School Corporation,1807830,North Knox School Corporation_ Renewal_ Tier 1_ FY26,17592317687651,Lauren Kleist,459,SUB-0003778,"$11,048.50",1,"$11,048.50",30 - 44 mins 5 Days Standard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,North Knox Jr/Sr High School,9,,,8/4/2025,5/21/2026,6/2/2025,6/2/2025
North Plainfield Borough School District,3411640,North Plainfield_Tier1_Renewal_FY26,17592317687715,Phil Dugliss,433,SUB-0005114,"$1,037.00",-1,"-$1,037.00",45-60 min 1DaysStandard Interim,Enrichment,World Language Enrichment,ASL Enrichment (K-5),Elevate Curriculum,West End Elementary School,5,,,10/8/2025,6/23/2026,10/13/2025,4/30/2025
North Plainfield Borough School District,3411640,North Plainfield_Tier1_Renewal_FY26,17592317687715,Phil Dugliss,433,SUB-0003652,"$1,071.00",27,"$28,917.00",45-60 min 1DaysStandard Interim,Enrichment,World Language Enrichment,ASL Enrichment (K-5),Elevate Curriculum,West End Elementary School,5,,,9/22/2025,6/23/2026,4/30/2025,4/30/2025
North Plainfield Borough School District,3411640,North Plainfield_Tier1_Renewal_FY26,17592317687715,Phil Dugliss,433,SUB-0003651,"$1,071.00",11,"$11,781.00",45-60 min 1DaysStandard Interim,Enrichment,World Language Enrichment,ASL Enrichment (K-5),Elevate Curriculum,Stony Brook Elementary School,5,,,1/12/2026,3/13/2026,4/30/2025,4/30/2025
North Plainfield Borough School District,3411640,North Plainfield_Tier1_Renewal_FY26,17592317687715,Phil Dugliss,433,SUB-0003650,"$1,071.00",20,"$21,420.00",45-60 min 1DaysStandard Interim,Enrichment,World Language Enrichment,ASL Enrichment (K-5),Elevate Curriculum,East End Elementary School,5,,,4/13/2026,6/23/2026,4/30/2025,4/30/2025
Oakville School District,5306000,Oakville_School_District_Pilot FY26,17592317691804,Jenn Russart,585,SUB-0005926,"$8,952.00",1,"$8,952.00",76-90 min 5DaysStandard Trimester,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Oakville High School,12,,,4/13/2026,6/18/2026,3/27/2026,3/27/2026
Oakville School District,5306000,Oakville_School_District_Pilot FY26,17592317691804,Jenn Russart,585,SUB-0005925,"$8,952.00",1,"$8,952.00",76-90 min 5DaysStandard Trimester,Tier 1,Core Subjects - Math,Algebra II,Elevate Curriculum,Oakville High School,12,,,4/13/2026,6/18/2026,3/27/2026,3/27/2026
Oakville School District,5306000,Oakville_School_District_Pilot FY26,17592317691804,Jenn Russart,585,SUB-0005924,"$8,952.00",1,"$8,952.00",76-90 min 5DaysStandard Trimester,Tier 1,Core Subjects - Math,Algebra I,Elevate Curriculum,Oakville High School,12,,,4/13/2026,6/18/2026,3/27/2026,3/27/2026
Osceola School District,5511160,Osceola School District_Tier 1_Renewal_FY26,17592317689706,Phil Dugliss,428,SUB-0003575,"$7,460.00",1,"$7,460.00",61-75 min 5DaysStandard Trimester,Tier 1,World Languages,French IV,Elevate Curriculum,Osceola High School,12,,,12/2/2025,3/6/2026,4/22/2025,4/22/2025
Osceola School District,5511160,Osceola School District_Tier 1_Renewal_FY26,17592317689706,Phil Dugliss,428,SUB-0003574,"$7,460.00",1,"$7,460.00",61-75 min 5DaysStandard Trimester,Tier 1,World Languages,French IV,Elevate Curriculum,Osceola High School,12,,,8/26/2025,11/25/2025,4/22/2025,4/22/2025
Osceola School District,5511160,Osceola School District_Tier 1_Renewal_FY26,17592317689706,Phil Dugliss,428,SUB-0003573,"$7,460.00",1,"$7,460.00",61-75 min 5DaysStandard Trimester,Tier 1,World Languages,French III,Elevate Curriculum,Osceola High School,11,,,3/17/2026,6/3/2026,4/22/2025,4/22/2025
