Account,Contract: NCES ID,Contract: Opportunity,LMS Opp ID,Contract: Contract Owner,Contract #,Subscription: Subscription #,Net Price,Quantity,Net Total,Product,Product Type,Sub Product,Course Name,Curriculum Provider,School (Account),Grade,Office Hours,CC/Teacher Collaboration Meetings,Start Date,Delivery End Date,Subscription: Created Date,Contract: Created Date
Manatee County Public Schools,1201230,Manatee County Public Schools_ New Busines _FY26,17592317687967,Jenn Russart,549,SUB-0004992,"$9,885.50",4,"$39,542.00",30 - 44 mins 5 Days Standard Full Year,Tier 1,Core Subjects - Math,Algebra I,Elevate Curriculum,Manatee High School,12,,,9/16/2025,5/28/2026,9/5/2025,9/5/2025
Manatee County Public Schools,1201230,Manatee County Public Schools_ New Busines _FY26,17592317687967,Jenn Russart,549,SUB-0005241,$900.00,1,$900.00,CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,11/5/2025,,11/7/2025,9/5/2025
Marcellus Community Schools,2622740,Marcellus Community Schools_Tier 1_Renewal_FY26,17592317689225,Phil Dugliss,456,SUB-0003759,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish II,Elevate Curriculum,Marcellus High School,10,,,8/25/2025,6/5/2026,5/30/2025,5/30/2025
Marcellus Community Schools,2622740,Marcellus Community Schools_Tier 1_Renewal_FY26,17592317689225,Phil Dugliss,456,SUB-0003758,"$15,500.00",2,"$31,000.00",45-60 min 5DaysStandard Full Year,Tier 1,World Languages,Spanish I,Elevate Curriculum,Marcellus High School,9,,,8/25/2025,6/5/2026,5/30/2025,5/30/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004412,"$14,725.00",5,"$73,625.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Science 7 (South Carolina),McGraw Hill: Inspire Science,Palmetto Middle School,7,1,1,8/5/2025,5/25/2026,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005902,"$5,224.05",2,"$10,448.10",45-60 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Science 3-5,District Created Curriculum,Marion Intermediate School,5,,,3/23/2026,5/29/2026,3/11/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005901,"$6,174.05",2,"$12,348.10",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 5,District Created Curriculum,Marion Intermediate School,5,,,3/23/2026,5/29/2026,3/11/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005793,"$10,630.50",1,"$10,630.50",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - Social Studies,Social Studies 3-5,District Created Curriculum,Marion Intermediate School,5,,,2/24/2026,5/29/2026,2/13/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005792,"$10,630.50",1,"$10,630.50",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - ELA,ELA 5,District Created Curriculum,Marion Intermediate School,5,,,2/24/2026,5/29/2026,2/13/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005791,"$10,630.50",1,"$10,630.50",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Science 3-5,District Created Curriculum,Marion Intermediate School,5,,,2/24/2026,5/29/2026,2/13/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005790,"$10,630.50",1,"$10,630.50",61-75 min 5DaysStandard Semester,Tier 1,Core Subjects - Math,Math 5,District Created Curriculum,Marion Intermediate School,5,,,3/2/2026,5/29/2026,2/13/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005071,"$23,250.00",3,"$69,750.00",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 7,McGraw Hill: StudySync,Palmetto Middle School,7,1,1,10/7/2025,5/8/2026,9/25/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004799,"$21,035.72",1,"$21,035.72",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 7,McGraw Hill: StudySync,Johnakin Middle School,7,,,8/18/2025,5/26/2026,8/20/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004797,"$20,422.17",-1,"-$20,422.17",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 6,McGraw Hill: StudySync,Johnakin Middle School,6,,,8/18/2025,5/19/2026,8/20/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004418,"$22,087.50",3,"$66,262.50",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 7,McGraw Hill: StudySync,Johnakin Middle School,7,1,1,8/6/2025,5/26/2026,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004415,"$22,087.50",3,"$66,262.50",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 8,Curriculum Associates: iReady,Palmetto Middle School,8,1,1,8/5/2025,5/25/2026,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004190,"$22,087.50",3,"$66,262.50",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 6,McGraw Hill: StudySync,Johnakin Middle School,6,1,1,7/30/2025,5/19/2026,7/22/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004110,"$22,087.50",3,"$66,262.50",76-90 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 8,McGraw Hill: StudySync,Palmetto Middle School,8,1,1,7/30/2025,5/19/2026,7/11/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005914,"$6,378.30",1,"$6,378.30",76-90 min 5DaysStandard Interim,Tier 1,Core Subjects - Math,Geometry,Elevate Curriculum,Marion High School,9,,,3/30/2026,5/31/2026,3/25/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005913,"$6,378.30",2,"$12,756.60",76-90 min 5DaysStandard Interim,Tier 1,Core Subjects - Math,Algebra II,Elevate Curriculum,Marion High School,9,,,3/30/2026,5/31/2026,3/25/2026,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005484,"$12,758.50",1,"$12,758.50",76-90 min 5DaysStandard Semester,Tier 1,World Languages,Spanish I,Elevate Curriculum,Marion High School,12,,,1/6/2026,5/25/2026,12/3/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005483,"$12,758.50",-1,"-$12,758.50",76-90 min 5DaysStandard Semester,Tier 1,World Languages,Spanish II,Elevate Curriculum,Marion High School,12,,,1/6/2026,5/22/2026,12/3/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004872,"$11,043.75",3,"$33,131.25",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Earth Science (9-12),Elevate Curriculum,Marion High School,12,1,1,1/5/2026,5/24/2026,8/24/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004869,"$11,043.75",3,"$33,131.25",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Earth Science (9-12),Elevate Curriculum,Marion High School,12,1,1,8/11/2025,12/28/2025,8/24/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004424,"$12,758.50",5,"$63,792.50",76-90 min 5DaysStandard Semester,Tier 1,World Languages,Spanish II,Elevate Curriculum,Marion High School,12,1,1,1/6/2026,5/22/2026,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004203,"$12,758.50",5,"$63,792.50",76-90 min 5DaysStandard Semester,Tier 1,World Languages,Spanish I,Elevate Curriculum,Marion High School,12,1,1,7/30/2025,12/16/2025,7/22/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005073,"$1,710.00",1,"$1,710.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,9/23/2025,,9/25/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004420,"$1,710.00",1,"$1,710.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004417,"$1,710.00",1,"$1,710.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004414,"$1,710.00",1,"$1,710.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004192,"$1,710.00",1,"$1,710.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,7/30/2025,,7/22/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004112,"$1,710.00",1,"$1,710.00",CC/Teacher Collaboration Meetings - Full Year,Teacher Collaberation Meetings,Full Year,,,,,,,7/30/2025,,7/11/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004874,$855.00,1,$855.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,9/20/2025,,8/24/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004871,$855.00,1,$855.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,9/20/2025,,8/24/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004426,$855.00,1,$855.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004205,$855.00,1,$855.00,CC/Teacher Collaboration Meetings - Semester,Teacher Collaberation Meetings,Semester,,,,,,,7/30/2025,,7/22/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004800,$950.00,1,$950.00,Change Fee,Fee,Change,,,,,,,8/18/2025,,8/20/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004798,$950.00,1,$950.00,Change Fee,Fee,Change,,,,,,,8/18/2025,,8/20/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0005072,"$1,710.00",1,"$1,710.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,9/23/2025,,9/25/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004419,"$1,710.00",1,"$1,710.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004416,"$1,710.00",1,"$1,710.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004413,"$1,710.00",1,"$1,710.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004191,"$1,710.00",1,"$1,710.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,7/30/2025,,7/22/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004111,"$1,710.00",1,"$1,710.00",Office Hours - Full Year,Office Hours,Full Year,,,,,,,7/30/2025,,7/11/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004873,$855.00,1,$855.00,Office Hours - Semester,Office Hours,Semester,,,,,,,9/20/2025,,8/24/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004870,$855.00,1,$855.00,Office Hours - Semester,Office Hours,Semester,,,,,,,9/20/2025,,8/24/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004425,$855.00,1,$855.00,Office Hours - Semester,Office Hours,Semester,,,,,,,7/30/2025,,8/1/2025,6/4/2025
Marion County Schools,4503908,Marion County_Tier 1 Renewal_FY26,17592317685801,Liz Winnen,463,SUB-0004204,$855.00,1,$855.00,Office Hours - Semester,Office Hours,Semester,,,,,,,7/30/2025,,7/22/2025,6/4/2025
Marshall County School District,4702670,Marshall County Schools_Renewal_Tier1_FY26,17592317698643,Lauren Kleist,540,SUB-0005929,"$10,333.28",3,"$30,999.84",76-90 min 5DaysStandard Semester,Tier 1,Core Subjects - Science,Physical Science (9-12),Elevate Curriculum,Forrest School,12,,,1/5/2026,5/1/2026,3/31/2026,8/22/2025
Marshall County School District,4702670,Marshall County Schools_Renewal_Tier1_FY26,17592317698643,Lauren Kleist,540,SUB-0005177,"$7,749.96",3,"$23,249.88",76-90 min 5DaysStandard Trimester,Tier 1,Core Subjects - Science,Biology,Elevate Curriculum,Forrest School,12,,,10/24/2025,1/15/2026,10/24/2025,8/22/2025
Menominee Tribal School,5900144,Menominee Tribal School_Tier 1_Renewal_FY26,17592317688236,Phil Dugliss,513,SUB-0005857,"$4,522.50",1,"$4,522.50",30 - 44 mins 3Days Diverse Semester,Diverse Learning,SDI,Adapted Math 4,Elevate Curriculum,Menominee Tribal School,4,,,3/4/2026,5/29/2026,2/23/2026,7/29/2025
Menominee Tribal School,5900144,Menominee Tribal School_Tier 1_Renewal_FY26,17592317688236,Phil Dugliss,513,SUB-0005858,"$6,952.50",1,"$6,952.50",30 - 44 mins 5Days Diverse Semester,Diverse Learning,SDI,Adapted Math 7,Elevate Curriculum,Menominee Tribal School,6,,,3/4/2026,5/29/2026,2/23/2026,7/29/2025
Menominee Tribal School,5900144,Menominee Tribal School_Tier 1_Renewal_FY26,17592317688236,Phil Dugliss,513,SUB-0005860,"$9,270.00",1,"$9,270.00",45-60 min 5DaysDiverse Semester,Diverse Learning,SDI Core,Adapted Math 2,Elevate Curriculum,Menominee Tribal School,2,,12,3/4/2026,5/29/2026,2/23/2026,7/29/2025
Menominee Tribal School,5900144,Menominee Tribal School_Tier 1_Renewal_FY26,17592317688236,Phil Dugliss,513,SUB-0005859,"$9,270.00",1,"$9,270.00",45-60 min 5DaysDiverse Semester,Diverse Learning,SDI Core,Adapted Math 3,Elevate Curriculum,Menominee Tribal School,3,,,3/4/2026,5/29/2026,2/23/2026,7/29/2025
Menominee Tribal School,5900144,Menominee Tribal School_Tier 1_Renewal_FY26,17592317688236,Phil Dugliss,513,SUB-0004310,"-$10,628.58",1,"-$10,628.58",Credit,Credit,,,,,,,,9/2/2025,,7/29/2025,7/29/2025
Menominee Tribal School,5900144,Menominee Tribal School_Tier 1_Renewal_FY26,17592317688236,Phil Dugliss,513,SUB-0005861,$50.00,12,$600.00,Teacher Collaboration Hours,Teacher Collaboration Hours,,,,,,,,2/12/2026,,2/23/2026,7/29/2025
Milton-Union Exempted Village School District,3904551,Milton-Union Exempted Village School District_Tier 1_Renewal_FY26,17592317687410,Lauren Kleist,523,SUB-0004436,"$14,725.00",1,"$14,725.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Geometry,Carnegie: Math Solutions,Milton Union High School,10,,,8/20/2025,6/9/2026,8/4/2025,8/4/2025
Milton-Union Exempted Village School District,3904551,Milton-Union Exempted Village School District_Tier 1_Renewal_FY26,17592317687410,Lauren Kleist,523,SUB-0004435,"$14,725.00",2,"$29,450.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Algebra II,Carnegie: Math Solutions,Milton Union High School,10,,,8/20/2025,6/9/2026,8/4/2025,8/4/2025
Milton-Union Exempted Village School District,3904551,Milton-Union Exempted Village School District_Tier 1_Renewal_FY26,17592317687410,Lauren Kleist,523,SUB-0004434,"$14,725.00",2,"$29,450.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Algebra II,Carnegie: Math Solutions,Milton Union High School,9,,,8/20/2025,6/9/2026,8/4/2025,8/4/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005825,"$3,357.00",1,"$3,357.00",30 - 44 mins 5 Days Standard Interim,Supplemental,Intervention Live,Intervention for Elementary ELA,Other District Curriculum,Bryant Elementary,4,,,6/6/2026,6/15/2026,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005284,"$6,720.00",1,"$6,720.00",30 - 44 mins 5 Days Standard Semester,Diverse Learning,SDI,Adapted ELA 5,Elevate Curriculum,Jackson Elementary School,5,,,12/8/2025,6/15/2026,11/14/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005282,"$6,720.00",1,"$6,720.00",30 - 44 mins 5 Days Standard Semester,Diverse Learning,SDI,Adapted ELA 4,Elevate Curriculum,Jackson Elementary School,4,,,12/8/2025,6/15/2026,11/14/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005346,"$9,270.00",1,"$9,270.00",30 - 44 mins 5Days Diverse Semester,Diverse Learning,SDI Resource,Adapted Math 5,Elevate Curriculum,Jackson Elementary School,5,,,12/8/2025,6/15/2026,11/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005345,"$9,270.00",1,"$9,270.00",30 - 44 mins 5Days Diverse Semester,Diverse Learning,SDI Resource,Adapted Math 4,Elevate Curriculum,Jackson Elementary School,4,,,12/8/2025,6/15/2026,11/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005343,"$9,270.00",1,"$9,270.00",30 - 44 mins 5Days Diverse Semester,Diverse Learning,SDI Resource,Adapted Math 3,Elevate Curriculum,Jackson Elementary School,3,,,12/8/2025,6/15/2026,11/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004810,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,Resource Room - ELA,Adapted ELA 11 American Literature,Elevate Curriculum,Milwaukee Public School Virtual Program,11,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004809,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,Resource Room - ELA,Adapted ELA 10,Elevate Curriculum,Milwaukee Public School Virtual Program,10,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004808,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,Resource Room - ELA,Adapted ELA 9,Elevate Curriculum,Milwaukee Public School Virtual Program,9,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004807,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,SDI Resource,Adapted ELA 6,Elevate Curriculum,Milwaukee Public School Virtual Program,6,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004806,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,Resource Room - Math,Adapted Geometry,Elevate Curriculum,Milwaukee Public School Virtual Program,9,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004805,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,Resource Room - Math,Adapted Algebra II,Elevate Curriculum,Milwaukee Public School Virtual Program,9,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004804,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,Resource Room - Math,Adapted Algebra I,Elevate Curriculum,Milwaukee Public School Virtual Program,6,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004803,"$9,750.00",1,"$9,750.00",45-60 min 2DaysDiverse Full Year,Diverse Learning,SDI Resource,Adapted Math 6,Elevate Curriculum,Milwaukee Public School Virtual Program,6,,,9/2/2025,6/15/2026,8/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004933,"$7,060.00",1,"$7,060.00",45-60 min 2DaysStandard Full Year,Tier 1,Core Subjects - Science,Science 3-5,HMH: Science Dimensions,Grantosa Drive Elementary,3,,,9/11/2025,6/21/2026,8/29/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005828,"$2,043.00",1,"$2,043.00",45-60 min 2DaysStandard Interim,Tier 1,Core Subjects - Science,Science 3-5,HMH: Into Science,Bryant Elementary,4,,,6/6/2026,6/15/2026,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005827,"$2,043.00",1,"$2,043.00",45-60 min 2DaysStandard Interim,Tier 1,Core Subjects - Social Studies,Social Studies 3-5,McGraw Hill: IMPACT Social Studies,Bryant Elementary,4,,,3/6/2026,6/15/2026,2/13/2026,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004934,"$10,080.00",1,"$10,080.00",45-60 min 3DaysStandard Full Year,Tier 1,Core Subjects - Social Studies,Social Studies 3-5,McGraw Hill: IMPACT Social Studies,Grantosa Drive Elementary,3,,,9/11/2025,6/21/2026,8/29/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004912,"$21,400.00",1,"$21,400.00",45-60 min 5DaysDiverse Full Year,Diverse Learning,SDI Resource,Adapted Math 4,Elevate Curriculum,Milwaukee Sign Language Elementary,4,,,9/2/2025,6/15/2026,8/28/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005344,"$12,360.00",1,"$12,360.00",45-60 min 5DaysDiverse Semester,Diverse Learning,SDI Resource,Adapted ELA 3,Elevate Curriculum,Jackson Elementary School,3,,,12/8/2025,6/15/2026,11/21/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0005194,"$15,500.00",5,"$77,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Science,Chemistry,Elevate Curriculum,Rufus King International High School,12,,1,11/13/2025,6/15/2026,10/31/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004932,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 3,Curriculum Associates: iReady,Grantosa Drive Elementary,3,,,9/11/2025,6/21/2026,8/29/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004753,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 7,HMH: Into Literature,Clarke Street Elementary,7,,1,9/2/2025,6/15/2026,8/14/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004752,"$15,500.00",1,"$15,500.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - ELA,ELA 6,HMH: Into Literature,Clarke Street Elementary,6,,1,9/2/2025,6/15/2026,8/14/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004744,"$15,500.00",-4,"-$62,000.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 7,Illustrative: Illustrative Math,Clarke Street Elementary,7,,,9/2/2025,6/15/2026,8/14/2025,6/26/2025
Milwaukee Public School District,5509600,Milwaukee Public Schools_Tier 1_Renewal_FY26,17592317685344,Jenn Russart,479,SUB-0004743,"$15,500.00",-4,"-$62,000.00",45-60 min 5DaysStandard Full Year,Tier 1,Core Subjects - Math,Math 6,Illustrative: Illustrative Math,Clarke Street Elementary,6,,,9/2/2025,6/15/2026,8/14/2025,6/26/2025
