Agency NCES ID,Competitor,PO Number,PO Amount,Agency,Agency City,Agency State,PO Signed Date,Fiscal Year
3409750,Educere,25-03097,"$1,996",Matawan-Aberdeen Regional School District,Aberdeen,New Jersey,01/31/2025,FY25
4205730,Educere,DT:01/31/2025 CHK:00026124,"$7,152",Chartiers-Houston School District,Houston,Pennsylvania,01/31/2025,FY25
3412420,Educere,502323,"$1,073",Paramus Borough School District,Paramus,New Jersey,01/30/2025,FY25
4219560,Educere,DT:01/29/2025 CHK:747,"$3,943",Portage Area School District,Portage,Pennsylvania,01/29/2025,FY25
3409330,Educere,502999,"$7,227",Mahwah Township School District,Mahwah,New Jersey,01/29/2025,FY25
3401530,Educere,502034,"$1,747",Berkeley Heights Township School District,Berkeley Heights,New Jersey,01/28/2025,FY25
4220910,Educere,8413,"$1,497",Schuylkill Haven Area School District,Schuylkill Haven,Pennsylvania,01/28/2025,FY25
3412420,Educere,502180,"$5,000",Paramus Borough School District,Paramus,New Jersey,01/27/2025,FY25
3411430,Educere,VEN:N685 DT:01/27/2025 CHK:026640,"$1,388",North Arlington Borough School District,North Arlington,New Jersey,01/27/2025,FY25
3408790,Educere,2500786,"$1,170",Little Silver Borough School District,Little Silver,New Jersey,01/23/2025,FY25
,Educere,2501569,"$2,500",Granville School District,Granville,Ohio,01/22/2025,FY25
4218120,Educere,60046,"$14,994",Old Forge School District,Old Forge,Pennsylvania,01/22/2025,FY25
3400009,Educere,25-01387,"$5,382",Somerset Hills Regional School District,Bernardsville,New Jersey,01/22/2025,FY25
4218510,Educere,VEN:26138 DT:01/21/2025,"$1,547",Parkland School District,Allentown,Pennsylvania,01/21/2025,FY25
1740800,Educere,DT:01/21/2025 CHK:359176,"$1,596",Warren Township High School District 121,Gurnee,Illinois,01/21/2025,FY25
5103930,Educere,20251906,"$1,499",Waynesboro City Public Schools,Waynesboro,Virginia,01/15/2025,FY25
4202550,Educere,25SPEC0603,"$24,990",Apollo-Ridge School District,Spring Church,Pennsylvania,01/15/2025,FY25
4224650,Educere,2500000548,"$9,996",Valley View School District,Archbald,Pennsylvania,01/15/2025,FY25
,Educere,25SPEC0603,"$24,990",City of Savannah,Savannah,Georgia,01/15/2025,FY25
4202550,Educere,25SPEC0595,"$24,990",Apollo-Ridge School District,Spring Church,Pennsylvania,01/14/2025,FY25
,Educere,25SPEC0595,"$24,990",City of Savannah,Savannah,Georgia,01/14/2025,FY25
3412420,Educere,502206,"$5,000",Paramus Borough School District,Paramus,New Jersey,01/10/2025,FY25
3405610,Educere,PO: 25-01139 CHK:538032,"$7,621",Freehold Regional School District,Englishtown,New Jersey,01/10/2025,FY25
3405610,Educere,PO: 25-01784 CHK:538032,"$21,388",Freehold Regional School District,Englishtown,New Jersey,01/10/2025,FY25
3405610,Educere,PO: 25-02348 CHK:538032,"$7,841",Freehold Regional School District,Englishtown,New Jersey,01/10/2025,FY25
3405610,Educere,PO: 25-01381 CHK:538032,"$1,398",Freehold Regional School District,Englishtown,New Jersey,01/10/2025,FY25
3403990,Educere,452573,"$5,614",Dumont Borough School District,Dumont,New Jersey,01/09/2025,FY25
2501950,Educere,DT:2025-01-09 CHK:716134,"$1,794",Andover School District,Andover,Massachusetts,01/09/2025,FY25
3404500,Educere,PO-25-0004264,"$6,240",Edison Township School District,Edison,New Jersey,01/06/2025,FY25
3405310,Educere,PO-25-02350,"$2,745",Fort Lee Borough School District,Fort Lee,New Jersey,01/03/2025,FY25
2512750,Educere,2250397,"$1,229",Weston School District,Weston,Massachusetts,01/03/2025,FY25
3411970,Educere,PO:501463 DT:01/02/2025,"$1,521",Ocean City School District,Ocean City,New Jersey,01/02/2025,FY25
3404660,Educere,25-0899,"$12,974",Elmwood Park Borough School District,Elmwood Park,New Jersey,01/01/2025,FY25
,Educere,20252342,"$3,269",Town of Longmeadow,Longmeadow,Massachusetts,12/30/2024,FY25
2506990,Educere,20252342,"$3,269",Longmeadow School District,Longmeadow,Massachusetts,12/30/2024,FY25
1711790,Educere,282500231,"$1,794",Danville Community Consolidated School District 118,Danville,Illinois,12/20/2024,FY25
,Educere,254332,"$28,194",City of Beverly,Beverly,Massachusetts,12/19/2024,FY25
3400009,Educere,25-01270,"$1,248",Somerset Hills Regional School District,Bernardsville,New Jersey,12/18/2024,FY25
4202550,Educere,25SPEC0574,"$7,497",Apollo-Ridge School District,Spring Church,Pennsylvania,12/18/2024,FY25
,Educere,25SPEC0574,"$7,497",City of Savannah,Savannah,Georgia,12/18/2024,FY25
4219560,Educere,DT:12/17/2024 CHK:511,"$7,497",Portage Area School District,Portage,Pennsylvania,12/17/2024,FY25
4225230,Educere,OSA23965,"$7,497",West Branch Area School District,Morrisdale,Pennsylvania,12/17/2024,FY25
3408060,Educere,500797,"$4,579",Kittatinny Regional School District,Newton,New Jersey,12/17/2024,FY25
3413650,Educere,PO-25-02072,"$1,959",Randolph Township School District,Randolph,New Jersey,12/17/2024,FY25
4205730,Educere,PO:00096065 DT:12/16/2024,$0,Chartiers-Houston School District,Houston,Pennsylvania,12/16/2024,FY25
4219470,Educere,802500141,"$3,634",Colonial School District,Plymouth Meeting,Pennsylvania,12/16/2024,FY25
3404020,Educere,PO-25-00945,"$34,800",Dunellen Borough School District,Dunellen,New Jersey,12/06/2024,FY25
3413650,Educere,PO-25-01956,"$1,647",Randolph Township School District,Randolph,New Jersey,12/06/2024,FY25
3413650,Educere,PO-25-01960,"$1,257",Randolph Township School District,Randolph,New Jersey,12/06/2024,FY25
4202550,Educere,25SPEC0543,"$3,992",Apollo-Ridge School District,Spring Church,Pennsylvania,12/06/2024,FY25
,Educere,25SPEC0543,"$3,992",City of Savannah,Savannah,Georgia,12/06/2024,FY25
,Educere,20251466,"$3,314",Town of Canton,Canton,Massachusetts,12/03/2024,FY25
3905022,Educere,2512001,"$2,500",McDonald Local School District,Mc Donald,Ohio,12/03/2024,FY25
,Educere,253924,"$2,938",City of Beverly,Beverly,Massachusetts,12/02/2024,FY25
3404500,Educere,PO-25-0003604,"$4,368",Edison Township School District,Edison,New Jersey,11/27/2024,FY25
1740140,Educere,CHK#: 47703 DT: 11/26/2024,"$1,499",Vandalia Community Unit School District 203,Vandalia,Illinois,11/26/2024,FY25
3415450,Educere,501169,"$2,301",Delsea Regional High School School District,Franklinville,New Jersey,11/26/2024,FY25
3400008,Educere,P202500509,"$1,248",Great Meadows Regional School District,Great Meadows,New Jersey,11/25/2024,FY25
3417220,Educere,25-02085,"$1,092",Watchung Hills Regional School District,Warren,New Jersey,11/25/2024,FY25
2501950,Educere,DT:2024-11-21 CHK:715659,"$1,096",Andover School District,Andover,Massachusetts,11/21/2024,FY25
3405610,Educere,PO: 25-01381 CHK:537205,"$2,795",Freehold Regional School District,Englishtown,New Jersey,11/21/2024,FY25
3405610,Educere,PO: 25-01139 CHK:537205,"$21,326",Freehold Regional School District,Englishtown,New Jersey,11/21/2024,FY25
3405610,Educere,PO: 25-01784 CHK:537205,"$4,652",Freehold Regional School District,Englishtown,New Jersey,11/21/2024,FY25
3405610,Educere,PO: 25-00155 CHK:537205,"$7,438",Freehold Regional School District,Englishtown,New Jersey,11/21/2024,FY25
3405610,Educere,PO: 25-01179 CHK:537205,"$2,795",Freehold Regional School District,Englishtown,New Jersey,11/21/2024,FY25
1700105,Educere,VEN:2864 DT:11/20/2024 CHK:27029,"$30,716",A-C Central Community Unit School District 262,Ashland,Illinois,11/20/2024,FY25
3400009,Educere,25-01112,"$3,785",Somerset Hills Regional School District,Bernardsville,New Jersey,11/20/2024,FY25
4219470,Educere,802500118,"$2,740",Colonial School District,Plymouth Meeting,Pennsylvania,11/19/2024,FY25
2504200,Educere,2501122,"$1,994",Dighton-Rehoboth School District,North Dighton,Massachusetts,11/19/2024,FY25
2504200,Educere,2501147,"$1,994",Dighton-Rehoboth School District,North Dighton,Massachusetts,11/19/2024,FY25
1730160,Educere,DT:11/18/2024 CHK:48384,"$2,693",Oregon Community Unit School District 220,Oregon,Illinois,11/18/2024,FY25
3404500,Educere,PO-25-0003307,"$9,723",Edison Township School District,Edison,New Jersey,11/18/2024,FY25
3411970,Educere,PO:501213 DT:11/18/2024,"$1,693",Ocean City School District,Ocean City,New Jersey,11/18/2024,FY25
1704470,Educere,VEN:6068 DT:11/18/2024 CHK:76284,"$1,499",Athens Community Unit School District 213,Athens,Illinois,11/18/2024,FY25
3413230,Educere,PO-25-0801,"$1,497",Plumsted Township School District,New Egypt,New Jersey,11/15/2024,FY25
4223640,Educere,25102062,"$2,246",Tredyffrin-Easttown School District,Wayne,Pennsylvania,11/15/2024,FY25
4218120,Educere,VEN:05128 DT:11/14/2024,"$2,593",Old Forge School District,Old Forge,Pennsylvania,11/14/2024,FY25
3624480,Educere,PO:62417 DT:11/14/2024,"$1,822",Rhinebeck Central School District,Rhinebeck,New York,11/14/2024,FY25
3412060,Educere,25-02221,"$2,122",Ocean Township School District (Monmouth County),Oakhurst,New Jersey,11/14/2024,FY25
3417430,Educere,25-2286,"$1,996",West Deptford Township School District,West Deptford,New Jersey,11/13/2024,FY25
4218120,Educere,60031,"$12,495",Old Forge School District,Old Forge,Pennsylvania,11/13/2024,FY25
3403990,Educere,452315,"$3,794",Dumont Borough School District,Dumont,New Jersey,11/13/2024,FY25
3417430,Educere,25-2273,"$3,370",West Deptford Township School District,West Deptford,New Jersey,11/12/2024,FY25
3411760,Educere,PO:502715 REF:478262,"$1,497",Northern Valley Regional School District,Demarest,New Jersey,11/12/2024,FY25
3412260,Educere,VEN:1233 DT:11/11/2024 CHK:104375,"$1,497",River Dell Regional School District,River Edge,New Jersey,11/11/2024,FY25
4206240,Educere,VEN:EDUCERE LLC DT:11/09/2024,"$2,994",Coatesville Area School District,Thorndale,Pennsylvania,11/09/2024,FY25
2606090,Educere,DT:11/07/2024 CHK:00524972 INV:BLOMFDH2405,"$1,495",Bloomfield Hills School District,Bloomfield Hills,Michigan,11/07/2024,FY25
4225230,Educere,OSA23945,"$2,499",West Branch Area School District,Morrisdale,Pennsylvania,11/05/2024,FY25
4219560,Educere,DT:11/04/2024 CHK:242,"$4,998",Portage Area School District,Portage,Pennsylvania,11/04/2024,FY25
,Educere,20251782,"$6,129",Town of Longmeadow,Longmeadow,Massachusetts,11/04/2024,FY25
3403750,Educere,P202500851,"$3,244",Delaware Valley Regional School District,Frenchtown,New Jersey,11/04/2024,FY25
2506990,Educere,20251782,"$6,129",Longmeadow School District,Longmeadow,Massachusetts,11/04/2024,FY25
3904894,Educere,7336,"$1,844",Genoa Area Local School District,Genoa,Ohio,11/01/2024,FY25
4202550,Educere,25SPEC0483,"$2,499",Apollo-Ridge School District,Spring Church,Pennsylvania,11/01/2024,FY25
1730630,Educere,DT:11/01/2024 CHK:109203,"$1,841",Pana Community Unit School District 8,Pana,Illinois,11/01/2024,FY25
3402520,Educere,251123,"$5,000",Butler Borough School District,Butler,New Jersey,11/01/2024,FY25
,Educere,25002492,"$5,000",Town of Andover,Andover,Massachusetts,11/01/2024,FY25
2613560,Educere,DT:11/01/2024 CHK:50035,"$12,669",Evart Public Schools,Evart,Michigan,11/01/2024,FY25
3411760,Educere,PO:502690 REF:477942,"$1,497",Northern Valley Regional School District,Demarest,New Jersey,11/01/2024,FY25
2511740,Educere,20251307,"$3,688",Triton School District,Byfield,Massachusetts,10/31/2024,FY25
3403990,Educere,452259,"$3,794",Dumont Borough School District,Dumont,New Jersey,10/31/2024,FY25
3411760,Educere,PO:502713 REF:477526,"$1,747",Northern Valley Regional School District,Demarest,New Jersey,10/31/2024,FY25
3415450,Educere,500968,"$5,483",Delsea Regional High School School District,Franklinville,New Jersey,10/31/2024,FY25
4205730,Educere,PO:00096065 DT:10/30/2024,"$12,495",Chartiers-Houston School District,Houston,Pennsylvania,10/30/2024,FY25
3409750,Educere,25-02350,"$1,996",Matawan-Aberdeen Regional School District,Aberdeen,New Jersey,10/30/2024,FY25
3409330,Educere,502136,"$1,076",Mahwah Township School District,Mahwah,New Jersey,10/29/2024,FY25
4219560,Educere,DT:10/29/2024 CHK:218,"$1,622",Portage Area School District,Portage,Pennsylvania,10/29/2024,FY25
3400008,Educere,P202500461,"$1,248",Great Meadows Regional School District,Great Meadows,New Jersey,10/29/2024,FY25
3417430,Educere,25-2177,"$1,098",West Deptford Township School District,West Deptford,New Jersey,10/29/2024,FY25
3404020,Educere,PO:PO-25-00784 CHK:37870,"$6,135",Dunellen Borough School District,Dunellen,New Jersey,10/29/2024,FY25
,Educere,VEN:EDUCERE LLC DT:2024-10-29 CHK:365078,"$3,412",Delaware Department of Education (DDOE),Dover,Delaware,10/29/2024,FY25
,Educere,P202500825,"$15,000",Northern Highlands Regional School District,Allendale,New Jersey,10/28/2024,FY25
1704470,Educere,VEN:6068 DT:10/28/2024 CHK:76156,"$2,998",Athens Community Unit School District 213,Athens,Illinois,10/28/2024,FY25
,Educere,250941,"$1,196",Town of Ashland,Ashland,Massachusetts,10/28/2024,FY25
2502100,Educere,250941,"$1,196",Ashland School District,Ashland,Massachusetts,10/28/2024,FY25
1713410,Educere,DT:10/28/2024 CHK:11210 INV:EdinbgP2401,"$14,479",Edinburg Community Unit School District 4,Edinburg,Illinois,10/28/2024,FY25
4200101,Educere,PO002349,"$6,338",Avon Grove Charter School,West Grove,Pennsylvania,10/25/2024,FY25
2505740,Educere,251573,"$2,793",Hampshire School District,Westhampton,Massachusetts,10/24/2024,FY25
1715880,Educere,VEN:59785 DT:10/24/2024,"$2,133",Community Unit School District 2,Serena,Illinois,10/24/2024,FY25
2512660,Educere,25001795,"$2,569",Westford School District,Westford,Massachusetts,10/23/2024,FY25
,Educere,25001795,"$2,569",Town of Westford,Westford,Massachusetts,10/23/2024,FY25
3406270,Educere,VEN:EDUCERE LLC DT:10/22/2024,"$1,098",Hackensack City School District,Hackensack,New Jersey,10/22/2024,FY25
,Educere,P202500803,"$1,248",Northern Highlands Regional School District,Allendale,New Jersey,10/22/2024,FY25
4205340,Educere,DT:10/22/2024 TRN:AP0791700073,"$4,998",Central Cambria School District,Ebensburg,Pennsylvania,10/22/2024,FY25
4205340,Educere,DT:10/22/2024 TRN:AP0791700074,"$7,497",Central Cambria School District,Ebensburg,Pennsylvania,10/22/2024,FY25
1730160,Educere,DT:10/21/2024 CHK:48245,"$1,995",Oregon Community Unit School District 220,Oregon,Illinois,10/21/2024,FY25
4224650,Educere,2500000490,"$2,499",Valley View School District,Archbald,Pennsylvania,10/18/2024,FY25
2505740,Educere,251521,"$8,579",Hampshire School District,Westhampton,Massachusetts,10/18/2024,FY25
4211450,Educere,PYMT: 0000023734,"$2,499",Hanover Public School District,Hanover,Pennsylvania,10/18/2024,FY25
3405610,Educere,PO: 25-00155 CHK:536523,"$22,562",Freehold Regional School District,Englishtown,New Jersey,10/17/2024,FY25
3412420,Educere,501441,"$8,500",Paramus Borough School District,Paramus,New Jersey,10/16/2024,FY25
3412420,Educere,501444,"$4,196",Paramus Borough School District,Paramus,New Jersey,10/16/2024,FY25
1742480,Educere,DT:10/16/2024 CHK:72626,"$1,499",Williamsville Community Unit School District 15,Williamsville,Illinois,10/16/2024,FY25
3408850,Educere,501008,"$50,000",Lodi Borough School District,Lodi,New Jersey,10/15/2024,FY25
4216020,Educere,PMT:LE1421400001,"$1,048",Mount Union Area School District,Mount Union,Pennsylvania,10/14/2024,FY25
3408850,Educere,501023,"$3,493",Lodi Borough School District,Lodi,New Jersey,10/14/2024,FY25
,Educere,VEN:EDUCERE LLC DT:2024-10-14 CHK:360357,"$29,127",Delaware Department of Education (DDOE),Dover,Delaware,10/14/2024,FY25
4218120,Educere,59988,"$64,974",Old Forge School District,Old Forge,Pennsylvania,10/10/2024,FY25
3409900,Educere,500488,"$4,680",Mendham Borough School District,Mendham,New Jersey,10/10/2024,FY25
5509000,Educere,PO:0002500025 DT:10/10/2024,"$1,499",Melrose-Mindoro School District,Melrose,Wisconsin,10/10/2024,FY25
3904922,Educere,DT:10/09/2024 TRN:29973,"$1,495",Southeast Local School District (Portage County),Ravenna,Ohio,10/09/2024,FY25
3904922,Educere,DT:10/9/2024 TRN:29973,"$1,495",Southeast Local School District (Portage County),Ravenna,Ohio,10/09/2024,FY25
5503840,Educere,4002500213,"$1,499",Durand School District,Durand,Wisconsin,10/09/2024,FY25
5503840,Educere,PO:4002500213 VEN:EDUCERE 000,"$1,499",Durand School District,Durand,Wisconsin,10/09/2024,FY25
3415480,Educere,PO-25-0001017,"$2,499",Southern Regional School District,Manahawkin,New Jersey,10/07/2024,FY25
4223640,Educere,25101712,"$1,697",Tredyffrin-Easttown School District,Wayne,Pennsylvania,10/07/2024,FY25
4206240,Educere,VEN:EDUCERE LLC DT:10/05/2024,"$74,970",Coatesville Area School District,Thorndale,Pennsylvania,10/05/2024,FY25
5503840,Educere,PO:4002500203 VEN:EDUCERE 000,"$4,474",Durand School District,Durand,Wisconsin,10/05/2024,FY25
5503840,Educere,4002500203,"$4,474",Durand School District,Durand,Wisconsin,10/05/2024,FY25
4206060,Educere,TRN:AP1621100006,"$2,491",Clarion Area School District,Clarion,Pennsylvania,10/01/2024,FY25
1742690,Educere,CHK:29259 DT:10/01/2024,"$1,499",Windsor Community Unit School District 1,Windsor,Illinois,10/01/2024,FY25
4225230,Educere,BA182700,"$7,497",West Branch Area School District,Morrisdale,Pennsylvania,10/01/2024,FY25
3404560,Educere,501768,"$1,996",Egg Harbor Township School District,Egg Harbor Township,New Jersey,10/01/2024,FY25
3413650,Educere,PO-25-01377,"$1,335",Randolph Township School District,Randolph,New Jersey,10/01/2024,FY25
4214160,Educere,VEN:EDUCERE LLC DT:09/30/2024,"$15,494",Lower Merion School District,Ardmore,Pennsylvania,09/30/2024,FY25
,Educere,356266,"$3,593",Newark Charter School,Newark,Delaware,09/30/2024,FY25
,Educere,VEN:EDUCERE LLC DT:2024-09-30 CHK:356266,"$3,593",Delaware Department of Education (DDOE),Dover,Delaware,09/30/2024,FY25
4219560,Educere,DT:09/30/2024 CHK:11,"$12,495",Portage Area School District,Portage,Pennsylvania,09/30/2024,FY25
4218580,Educere,24001266,"$3,992",Penn-Delco School District,Aston,Pennsylvania,09/30/2024,FY25
,Educere,284,"$7,137",Town of Georgetown,Georgetown,Massachusetts,09/30/2024,FY25
3409330,Educere,501878,"$1,850",Mahwah Township School District,Mahwah,New Jersey,09/30/2024,FY25
